CID,Compound_Name,SMILES,Flavor_Description,Source
91861497,"wurcs=2.0/2,2,1/[a2d12h-1a_1-5][a2211m-1a_1-5]/1-2/a2-b1",C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2C[C@H]([C@H](O[C@@H]2O)CO)O)O)O)O,sweet,FlavorDB
91861502,"wurcs=2.0/2,2,1/[ad222m-1b_1-5_3*oc][a2112m-1b_1-5_3*oc]/1-2/a4-b1",C[C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H](C[C@@H]2OC)O)C)O)OC)O,sweet,FlavorDB
91861539,"wurcs=2.0/2,2,1/[a2112m-1x_1-5][a2122h-1b_1-5]/1-2/a3-b1",C[C@@H]1[C@@H]([C@@H]([C@H](C(O1)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,sweet,FlavorDB
91861593,"wurcs=2.0/1,2,1/[ad122m-1b_1-5]/1-1/a3-b1",C[C@@H]1[C@H]([C@@H](C[C@@H](O1)O)O[C@H]2C[C@H]([C@@H]([C@H](O2)C)O)O)O,sweet,FlavorDB
91861681,"wurcs=2.0/2,2,1/[a2112m-1b_1-5][a1221m-1a_1-5]/1-2/a2-b1",C[C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O)O[C@H]2[C@H]([C@@H]([C@@H]([C@@H](O2)C)O)O)O)O)O,sweet,FlavorDB
91861703,"wurcs=2.0/2,2,1/[a1112h-1x_1-5][a1122h-1a_1-5]/1-2/a3-b1",C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@H]2[C@H]([C@H](OC([C@H]2O)O)CO)O)O)O)O)O,sweet,FlavorDB
91861738,"wurcs=2.0/2,2,1/[h2112h][a2112h-1b_1-5]/1-2/a6-b1",C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)OC[C@H]([C@@H]([C@@H]([C@H](CO)O)O)O)O)O)O)O)O,sweet,FlavorDB
91861747,"wurcs=2.0/2,2,1/[a2112h-1a_1-5][a1221m-1b_1-5]/1-2/a6-b1",C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)O)O)O)O)O)O)O,sweet,FlavorDB
91861823,"wurcs=2.0/2,2,1/[a212h-1b_1-5][a2122h-1b_1-5]/1-2/a2-b1",C1[C@H]([C@@H]([C@H]([C@@H](O1)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,sweet,FlavorDB
91861827,"wurcs=2.0/2,2,1/[a1122h-1b_1-5][a1122h-1a_1-5]/1-2/a3-b1",C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)O)O)O[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,sweet,FlavorDB
91861836,"wurcs=2.0/2,2,1/[a2122h-1a_1-5][a1221m-1b_1-5]/1-2/a4-b1",C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O,sweet,FlavorDB
91861878,"(2R,3S,4S,5S,6R)-2-[(2R,3R,4S,5S,6R)-2-(2,3-dihydroxypropoxy)-3,5-dihydroxy-6-(hydroxymethyl)oxan-4-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@H]2[C@H]([C@H](O[C@H]([C@@H]2O)OCC(CO)O)CO)O)O)O)O)O,sweet,FlavorDB
91861917,"wurcs=2.0/2,2,1/[a1122h-1a_1-5][a1221m-1a_1-5]/1-2/a3-b1",C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@H]2[C@@H]([C@H](O[C@@H]([C@H]2O)O)CO)O)O)O)O,sweet,FlavorDB
91861936,"wurcs=2.0/2,2,1/[a2112m-1b_1-5][a2112h-1b_1-5]/1-2/a2-b1",C[C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O)O[C@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O,sweet,FlavorDB
91861988,"wurcs=2.0/2,2,1/[a2112h-1x_1-5_2*oc_3*oc_4*oc][a212h-1b_1-5]/1-2/a6-b1",CO[C@H]1[C@H](OC([C@@H]([C@H]1OC)OC)O)CO[C@H]2[C@@H]([C@H]([C@@H](CO2)O)O)O,sweet,FlavorDB
91862095,"wurcs=2.0/2,2,1/[a2112h-1b_1-5][a2112m-1a_1-5]/1-2/a4-b1",C[C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O,sweet,FlavorDB
91862116,"wurcs=2.0/2,2,1/[a1122h-1a_1-5][a2122h-1a_1-5]/1-2/a6-b1",C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@@H]([C@H](O2)O)O)O)O)O)O)O)O,sweet,FlavorDB
91862160,2-o-(beta-d-glucopyranosyl)-d-mannopyranose,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H]([C@@H]([C@H](OC2O)CO)O)O)O)O)O)O,sweet,FlavorDB
91862215,"wurcs=2.0/2,2,1/[a2112h-1a_1-5][a2122h-1a_1-5]/1-2/a6-b1",C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)O)O)O)O)O)O)O)O,sweet,FlavorDB
91862242,"wurcs=2.0/2,2,1/[a2211m-1x_1-5][a2211m-1a_1-5]/1-2/a3-b1",C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](OC([C@@H]2O)O)C)O)O)O)O,sweet,FlavorDB
91862332,"wurcs=2.0/2,2,1/[a2122h-1x_1-5][a1221m-1a_1-5_2*oc]/1-2/a3-b1",C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@H]2[C@@H]([C@H](OC([C@@H]2O)O)CO)O)OC)O)O,sweet,FlavorDB
91862340,"wurcs=2.0/2,2,1/[a2122h-1x_1-5_2*f][a2122h-1b_1-5]/1-2/a4-b1",C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)F)O)CO)O)O)O)O,sweet,FlavorDB
91862372,"wurcs=2.0/2,2,1/[a1121h-1x_1-5][a1122h-1a_1-5]/1-2/a2-b1",C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@H]2[C@H]([C@@H]([C@@H](OC2O)CO)O)O)O)O)O)O,sweet,FlavorDB
91862411,"wurcs=2.0/2,2,1/[a2211m-1a_1-5][a2d12m-1a_1-5]/1-2/a3-b1",C[C@@H]1[C@@H](C[C@H]([C@H](O1)O[C@@H]2[C@H]([C@@H](O[C@H]([C@@H]2O)O)C)O)O)O,sweet,FlavorDB
91862423,"wurcs=2.0/2,2,1/[a212h-1b_1-5][a2122h-1b_1-5]/1-2/a3-b1",C1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,sweet,FlavorDB
91862445,"wurcs=2.0/2,2,1/[h212h][a2112h-1b_1-5]/1-2/a4-b1",C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H](CO)[C@@H]([C@H](CO)O)O)O)O)O)O,sweet,FlavorDB
91862466,"wurcs=2.0/2,2,1/[a2122h-1x_1-5][a2122h-1a_1-5_3*oc]/1-2/a4-b1",CO[C@H]1[C@@H]([C@H](O[C@@H]([C@@H]1O)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)CO)O,sweet,FlavorDB
91862557,,[B][C@@H]1[C@H](O[C@@]([C@H]1O)(CCl)O[C@@H]2[C@@H]([C@H]([C@H]([C@H](O2)CO)Cl)O)O)CCl,sweet,FlavorDB
91862565,"wurcs=2.0/2,2,1/[a1112h-1a_1-5][a1122h-1a_1-5]/1-2/a2-b1",C([C@@H]1[C@@H]([C@@H]([C@@H]([C@H](O1)O)O[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O,sweet,FlavorDB
91862601,"wurcs=2.0/2,2,1/[h2112h][a1221m-1a_1-5]/1-2/a2-b1",C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H](CO)[C@H]([C@H]([C@@H](CO)O)O)O)O)O)O,sweet,FlavorDB
91862688,"wurcs=2.0/2,2,1/[a2122h-1a_1-5][a1221m-1b_1-5]/1-2/a3-b1",C[C@H]1[C@H]([C@H]([C@@H]([C@H](O1)O[C@H]2[C@@H]([C@H](O[C@@H]([C@@H]2O)O)CO)O)O)O)O,sweet,FlavorDB
91862716,2-o-(a-d-galactopyranosyl)-d-glucopyranose,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](OC2O)CO)O)O)O)O)O)O,sweet,FlavorDB
91862739,"wurcs=2.0/1,2,1/[a1221m-1a_1-5]/1-1/a4-b1",C[C@H]1[C@H]([C@H]([C@@H]([C@@H](O1)O[C@@H]2[C@@H](O[C@H]([C@H]([C@@H]2O)O)O)C)O)O)O,sweet,FlavorDB
91862745,"wurcs=2.0/2,2,1/[a212h-1x_1-5][a2122h-1b_1-5]/1-2/a2-b1",C1[C@H]([C@@H]([C@H](C(O1)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O,sweet,FlavorDB
91862772,chebi:151585,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)OCC(CO)OC2[C@@H]([C@H]([C@H]([C@H](O2)CO)O)O)O)O)O)O)O,sweet,FlavorDB
91862849,"wurcs=2.0/2,2,1/[a2112h-1a_1-5][a2112h-1a_1-4]/1-2/a2-b1",C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O)O[C@@H]2[C@@H]([C@H]([C@@H](O2)[C@@H](CO)O)O)O)O)O)O,sweet,FlavorDB
91862858,"wurcs=2.0/2,2,1/[a11221h-1x_1-5][a11221h-1a_1-5]/1-2/a3-b1",C([C@@H]([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@H]2[C@@H]([C@H](OC([C@H]2O)O)[C@H](CO)O)O)O)O)O)O)O,sweet,FlavorDB
91862871,"wurcs=2.0/2,2,1/[a1122h-1x_1-5][a2211m-1b_1-5]/1-2/a2-b1",C[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)O[C@H]2[C@H]([C@@H]([C@H](OC2O)CO)O)O)O)O)O,sweet,FlavorDB
91862933,"wurcs=2.0/2,2,1/[a122h-1x_1-5][a2122h-1b_1-5]/1-2/a3-b1",C1[C@H]([C@H]([C@@H](C(O1)O)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,sweet,FlavorDB
91866497,chembl2373179,[B-]P(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O)OP(=O)([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+],sweet,FlavorDB
91871300,[4-(3-bromo-propoxy)-phenyl]-urea,C1=CC(=CC=C1NC(=O)N)OCCCBr,sweet,FlavorDB
91871303,[4-(4-bromo-but-2-enyloxy)-phenyl]-urea,C1=CC(=CC=C1NC(=O)N)OC/C=C/CBr,sweet,FlavorDB
91871304,[4-(4-bromo-butoxy)-phenyl]-urea,C1=CC(=CC=C1NC(=O)N)OCCCCBr,sweet,FlavorDB
91871890,"diazanium;[(2R,3S,5R)-5-(6-aminopurin-9-yl)-2-(hydroxymethyl)oxolan-3-yl] phosphate",C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=CN=C32)N)CO)OP(=O)([O-])[O-].[NH4+].[NH4+],sweet,FlavorDB
91871895,"2-deoxy-d-glucose-[1,2,3h(n)]",[3H]C1([C@H]([C@@H]([C@H](OC1O[3H])CO)O)O)[3H],sweet,FlavorDB
91872443,"adenosine 2',5'-diphosphate sodium salt",C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)[O-])O)OP(=O)(O)[O-])N.[Na+].[Na+],sweet,FlavorDB
91872444,37839-81-9,C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)[O-].O.[Na+],sweet,FlavorDB
91872463,alpha-sophorose monohydrate,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O.O,sweet,FlavorDB
91873173,neoeriocitrin,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)O)O)O)CO)O)O)O)O)O,sweet,FlavorDB
91873665,neohesperidine hydrate,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC(=C(C(=C3)O)C(=O)CCC4=CC(=C(C=C4)OC)O)O)CO)O)O)O)O)O.O,sweet,FlavorDB
91884551,"3',5'-cycl app",C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(OP(=O)(O1)O)O,sweet,FlavorDB
91884749,persicoside,COC1=C(C=C(C=C1)[C@@H]2CC(=O)C3=C(O2)C=C(C=C3O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)OC)O,sweet,FlavorDB
91884777,"(1S,4R,5S,9R,10S,13S)-13-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-5,9-dimethyl-14-methylidenetetracyclo[11.2.1.01,10.04,9]hexadecane-5-carboxylic acid",C[C@]12CCC[C@]([C@@H]1CC[C@@]34[C@@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)(C)C(=O)O,sweet,FlavorDB
91884786,"(2S,3S,4S,5R,6R)-6-[[(3R,6aR,6bS,8aS,12aR,14bR)-4,4,6a,6b,11,11,14b-heptamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",C[C@]12CC[C@H](C(C1CC[C@@]3(C2CC=C4[C@]3(CC[C@@]5([C@@H]4CC(CC5)(C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)(C)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O,sweet,FlavorDB
91884816,"[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1S,4R,5S,9R,10S,13S)-5,9-dimethyl-14-methylidene-13-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxytetracyclo[11.2.1.01,10.04,9]hexadecane-5-carboxylate",C[C@]12CCC[C@]([C@@H]1CC[C@@]34[C@@H]2CC[C@](C3)(C(=C)C4)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)(C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O,sweet,FlavorDB
91884876,"(2S,3S,4S,5R,6R)-6-[[(6aR,6bS,8aS,12aR,14bR)-8a-carboxy-4,4,6a,6b,11,11,14b-heptamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,5-dihydroxy-4-[(2S,3R,4S,5R)-3,4,5-trihydroxyoxan-2-yl]oxyoxane-2-carboxylic acid",C[C@]12CCC(C(C1CC[C@@]3(C2CC=C4[C@]3(CC[C@@]5([C@@H]4CC(CC5)(C)C)C(=O)O)C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O[C@H]7[C@@H]([C@H]([C@@H](CO7)O)O)O)O,sweet,FlavorDB
91884986,ombuin 3-glucoside,COC1=C(C=C(C=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)OC)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O,sweet,FlavorDB
91885208,"3-(d-galactopyranosyloxy)-3'-methoxy-4',5,7-trihydroxyflavone",COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4[C@@H]([C@H]([C@H]([C@H](O4)CO)O)O)O)O,sweet,FlavorDB
91885472,l-amp-pcp  sodium salt,C1=NC(=C2C(=N1)N(C=N2)[C@@H]3[C@H]([C@H]([C@@H](O3)COP(=O)([O-])OP(=O)(CP(=O)([O-])[O-])[O-])O)O)N.[Na+].[Na+].[Na+].[Na+],sweet,FlavorDB
91885473,l-amp-pcp,C1=NC(=C2C(=N1)N(C=N2)[C@@H]3[C@H]([C@H]([C@@H](O3)COP(=O)(O)OP(=O)(CP(=O)(O)O)O)O)O)N,sweet,FlavorDB
91886332,5683af,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])[O-])O)O)N.O.O.O.O.O.O.[Na+].[Na+],sweet,FlavorDB
91886355,potassium alginate,[C@@H]1([C@@H]([C@H](O[C@H]([C@H]1O)O[C@H]2[C@@H]([C@@H]([C@@H](O[C@@H]2C(=O)[O-])O)O)O)C(=O)[O-])O)O.[K+].[K+],characteristic; odorless,FlavorDB
91886359,adenosine-2'-phosphate h2o,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)OP(=O)(O)O)N.O,sweet,FlavorDB
91900188,chembl2364566,CCCCOC1=NC2=C(N=CN=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)N,sweet,FlavorDB
91900189,chembl2364563,CCCCNC1=NC2=C(N=CN=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)N,sweet,FlavorDB
91900190,chembl2364565,CCCCOC1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)N,sweet,FlavorDB
91900191,chembl2364568,CCCCNC1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)N,sweet,FlavorDB
91900672,chembl2021421,[B-]P(=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=C(N=C32)Cl)N)O)O)OP(=O)([O-])OP(=O)([O-])[O-],sweet,FlavorDB
91927747,glycyrrhizic acid dipotassium salt hydrate,C[C@]12CC[C@@H](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CCC(C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)[O-])O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)[O-])O)O)O)C)C(=O)O.O.[K+].[K+],sweet,FlavorDB
91927748,"(2S,3S,4S,5R,6R)-6-[(2R,3R,4S,5S,6S)-2-[[(4aR,6aR,6bS,8aR,11S,12aR,14aR,14bS)-11-carboxy-4,4,6a,6b,8a,14b-hexamethyl-14-oxo-1,2,3,4a,5,6,7,8,9,10,11,12,12a,14a-tetradecahydropicen-3-yl]oxy]-6-carboxy-4,5-dihydroxyoxan-3-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid",C[C@]12CC[C@@H](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CCC(C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)C(=O)O,sweet,FlavorDB
91927750,epihesperidin,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC(=C4C(=O)C[C@@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O)O,sweet,FlavorDB
91928495,bdbm50397810,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([NH-])OP(=O)([O-])[O-])O)O)N,sweet,FlavorDB
91928504,chembl2181938,[B-][P@](=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O)OP(=O)([O-])[O-],sweet,FlavorDB
91928505,chembl2181939,[B-][P@@](=O)(OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)O)OP(=O)([O-])[O-],sweet,FlavorDB
91929660,chembl2163558,C1CCC(C1)NC2=C3C(=NC=N2)N(C=N3)[C@H]4[C@@H]([C@@H]([C@H](O4)COP(=O)([O-])[O-])O)O,sweet,FlavorDB
91930259,chembl1744388,CCCCN(CCCC)C1=NC=NC2=C1N=CN2C3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)[O-])O)O,sweet,FlavorDB
91932559,"syrups, hydrolyzed starch, hydrogenated",C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC2[C@@H]([C@H]([C@H](OC2CO)O[C@H]([C@@H](CO)O)C([C@H](CO)O)O)O)O)O)O)O)O,sweet,FlavorDB
91939772,mcule-5845426790,CC1(CC2C3=CCC4C5(CCC(C(C5CCC4(C3(CC(C2(CC1OC6C(C(C(C(O6)CO)O)O)O)C(=O)O)O)C)C)(C)C)OC7C(C(C(C(O7)C(=O)O)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)C,sweet,FlavorDB
91939777,mcule-6159087211,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3O[C@H]4CC[C@]5(C(C4(C)C)CC[C@@]6(C5CC=C7[C@]6(CC[C@@]8([C@H]7CC(CC8=O)(C)C)C)C)C)C)C(=O)O)O)O)CO)O)O)O)O)O,sweet,FlavorDB
91944491,zinc43761158,C1=CC=C(C=C1)NN=C(C2=CC(=CC=C2)F)N=NC3=CC=CC=C3,sweet,FlavorDB
91972173,alpha-glucosyl hesperidin,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)C[C@H](OC4=C3)C5=CC(=C(C=C5)OC)O)O)O)O)OC6C(C(C(C(O6)CO)O)O)O)O)O)O,sweet,FlavorDB
91973796,calycosin-7-o-beta-d-glucoside,COC1=C(C=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O)O,sweet,FlavorDB
91973801,"5,6-dihydroxy-2-phenyl-7-[(2R,3S,4R,5R,6S)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",C1=CC=C(C=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)O[C@@H]4[C@H]([C@@H]([C@H]([C@@H](O4)CO[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O)O)O)O)O,sweet,FlavorDB
91973815,soyasaponin ba,C[C@]12CC[C@@H]([C@]([C@@H]1CC[C@@]3([C@@H]2CC=C4[C@]3(CC[C@@]5([C@H]4CC(C[C@H]5O)(C)C)C)C)C)(C)CO)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@H]([C@H](O7)CO)O)O)O[C@H]8[C@@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O,sweet,FlavorDB
91975487,(3S)-4-[[(1S)-1-carboxy-2-phenylethyl]amino]-3-[[2-(methylamino)acetyl]amino]-4-oxobutanoic acid,CNCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)O,sweet,FlavorDB
91975529,(3S)-3-amino-4-[[2-[[(2S)-1-[[(2S)-1-methoxy-1-oxo-3-phenylpropan-2-yl]amino]-3-methyl-1-oxobutan-2-yl]amino]-2-oxoethyl]amino]-4-oxobutanoic acid,CC(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)OC)NC(=O)CNC(=O)[C@H](CC(=O)O)N,sweet,FlavorDB
91978023,3-amino-4-[(1-methoxy-1-oxo-3-phenylpropan-2-yl)amino]-4-oxobutanoic acid;hydron;chloride,[H+].COC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC(=O)O)N.[Cl-],sweet,FlavorDB
91979443,sodium;(3S)-3-amino-4-[[(2S)-1-methoxy-1-oxo-3-phenylpropan-2-yl]amino]-4-oxobutanoic acid,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(=O)O)N.[Na+],sweet,FlavorDB
91980681,"(4aR,7S,7aS)-6-(6-aminopurin-9-yl)-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-2-ium-7-ol",C1[C@@H]2[C@H]([C@@H](C(O2)N3C=NC4=C(N=CN=C43)N)O)O[P+](=O)O1,sweet,FlavorDB
91984002,"calcium;[(2R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",C1=NC(=C2C(=N1)N(C=N2)[C@H]3C(C([C@H](O3)COP(=O)(O)O)O)O)N.[Ca+2],sweet,FlavorDB
91984012,"cadmium;1,1-dioxo-1,2-benzothiazol-3-one",C1=CC=C2C(=C1)C(=O)NS2(=O)=O.[Cd],sweet,FlavorDB
91997087,"1-ethoxy-2,4-dinitrobenzene;nitrate",CCOC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-].[N+](=O)([O-])[O-],sweet,FlavorDB
92001949,1-(4-methoxyphenyl)-3-selanylurea,COC1=CC=C(C=C1)NC(=O)N[SeH],sweet,FlavorDB
92004288,N'-anilino-N-phenyliminobenzenecarboximidamide;hydrochloride,C1=CC=C(C=C1)C(=NNC2=CC=CC=C2)N=NC3=CC=CC=C3.Cl,sweet,FlavorDB
92008197,,[Li].C1CCC(CC1)NS(=O)(=O)O,sweet,FlavorDB
92013132,"copper;[(2R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",C1=NC(=C2C(=N1)N(C=N2)[C@H]3C(C([C@H](O3)COP(=O)(O)O)O)O)N.[Cu+2],sweet,FlavorDB
92013930,"[(2R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate;iron(3+)",C1=NC(=C2C(=N1)N(C=N2)[C@H]3C(C([C@H](O3)COP(=O)(O)O)O)O)N.[Fe+3],sweet,FlavorDB
